Order ID,Order Date,Dispatch Date,Delivery Date,Seller ID,Product Category,Price,Quantity,Warehouse Zone,Customer Rating,Review Text,Sentiment Score,Return Flag,Complaint Code,Delivery Method,Customer Region
O00172,6/10/2025,6/12/2025,6/18/2025,S004,Home & Living,276,2,Kano,4,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Pickup,South East
O00173,5/31/2025,6/4/2025,6/4/2025,S038,Electronics,349.92,4,Accra,4,,-0.3,No,No Complaint,Pickup,Volta
O00174,4/16/2025,4/20/2025,4/25/2025,S031,Health,448.01,4,Kano,4,,-0.75,No,No Complaint,Standard,North Central
O00175,5/24/2025,5/24/2025,5/27/2025,S038,Toys,356.42,3,Lagos,4,Terrible experience. Product was broken.,-0.7,No,No Complaint,Standard,South East
O00176,6/25/2025,6/26/2025,6/26/2025,S021,Fashion,383.6,3,Accra,2,Arrived late and the item looks used.,-0.3,No,No Complaint,Express,Ashanti
O00177,6/10/2025,6/13/2025,6/20/2025,S017,Toys,195.62,1,Lagos,4,Very disappointed. Not what was shown online.,-0.975,No,No Complaint,Express,South West
O00178,6/19/2025,6/22/2025,6/23/2025,S008,Toys,274.53,1,Lagos,1,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Express,Volta
O00179,6/22/2025,6/24/2025,6/28/2025,S050,Fashion,287.1,2,Kumasi,5,Terrible experience. Product was broken.,-0.7,No,No Complaint,Pickup,Ashanti
O00180,5/26/2025,5/27/2025,6/5/2025,S035,Fashion,479.95,4,Lagos,4,Very disappointed. Not what was shown online.,-0.975,No,No Complaint,Pickup,North Central
O00181,6/19/2025,6/19/2025,6/26/2025,S014,Health,257.89,1,Accra,5,Low quality. Would not recommend at all.,0,No,No Complaint,Express,North Central
O00182,6/3/2025,6/6/2025,6/10/2025,S007,Groceries,466.74,4,Kumasi,5,"Met my expectations, nothing more.",0.5,No,No Complaint,Pickup,South West
O00183,4/18/2025,4/18/2025,4/27/2025,S033,Toy,356.55,2,Accra,1,Very disappointed. Not what was shown online.,-0.975,Yes,Broken Item,Express,Volta
O00184,4/13/2025,4/15/2025,4/21/2025,S038,Living & Home,61.08,1,Kumasi,2,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Standard,Greater Accra
O00185,6/24/2025,6/24/2025,6/24/2025,S036,Fashon,91.11,4,Accra,5,Packaging could be better but the item works fine.,0.458333333,No,No Complaint,Standard,South West
O00186,4/8/2025,4/12/2025,4/20/2025,S033,Electronics,264.23,4,Kumasi,4,Terrible experience. Product was broken.,-0.7,No,No Complaint,Standard,Volta
O00187,4/15/2025,4/19/2025,4/28/2025,S035,Health,110.73,1,Kano,3,Low quality. Would not recommend at all.,0,No,No Complaint,Standard,South West
O00188,6/17/2025,6/18/2025,6/23/2025,S017,Fashion,205.1,1,Kumasi,3,"Met my expectations, nothing more.",0.5,No,No Complaint,Express,North Central
O00189,5/4/2025,5/6/2025,5/6/2025,S024,Home & Living,180.01,2,Kano,4,Packaging could be better but the item works fine.,0.458333333,No,No Complaint,Pickup,Volta
O00190,6/14/2025,6/16/2025,6/21/2025,S002,Groceries,26.09,3,Kumasi,2,Superb service and product. Will buy again.,1,No,No Complaint,Express,Ashanti
O00191,6/21/2025,6/21/2025,6/21/2025,S048,Health,215.27,4,,4,Very disappointed. Not what was shown online.,-0.975,No,No Complaint,Standard,Volta
O00192,4/23/2025,4/26/2025,4/27/2025,S031,Health,146.02,2,Lagos,4,"Absolutely love this product, great value for money.",0.65,No,,Express,Volta
O00193,5/9/2025,5/9/2025,5/9/2025,S016,Toys,97.24,4,Accra,4,Superb service and product. Will buy again.,1,No,No Complaint,Express,Ashanti
O00194,5/29/2025,6/2/2025,6/9/2025,S044,Electronics,431.71,3,Lagos,4,Arrived late and the item looks used.,-0.3,No,No Complaint,Standard,South East
O00195,6/2/2025,6/4/2025,6/11/2025,S043,Fashion,301.74,1,Kano,5,"Met my expectations, nothing more.",0.5,No,No Complaint,Pickup,Ashanti
O00196,5/25/2025,5/25/2025,6/1/2025,S041,Fashion,110.52,1,Lagos,4,,0.420833333,No,No Complaint,Express,Volta
O00197,4/19/2025,4/20/2025,4/21/2025,S031,Toys,154.08,3,Accra,4,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Standard,Greater Accra
O00198,4/19/2025,4/21/2025,4/24/2025,S012,Fashion,245.73,2,Accra,2,"Just received it, will see how it performs over time.",0,No,No Complaint,Standard,South East
O00199,5/12/2025,5/13/2025,5/22/2025,S001,Health,473.6,4,Kumasi,5,Packaging could be better but the item works fine.,0.458333333,No,No Complaint,Pickup,Volta
O00200,4/30/2025,5/3/2025,5/4/2025,S020,Toys,268.02,1,Kumasi,5,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Standard,Ashanti
O00201,4/24/2025,4/26/2025,5/3/2025,S029,Electronics,209.91,1,Kano,2,Packaging could be better but the item works fine.,0.458333333,No,No Complaint,Standard,North Central
O00202,6/11/2025,6/15/2025,6/17/2025,S015,Health,301.57,1,Accra,5,"Delivery was average, product as expected.",-0.125,No,No Complaint,Pickup,Volta
O00203,5/14/2025,5/15/2025,5/17/2025,S023,Electronics,282.79,4,Kumasi,3,Arrived late and the item looks used.,-0.3,No,No Complaint,Standard,South West
O00204,5/11/2025,5/13/2025,5/16/2025,S005,Toys,363.91,4,Kano,5,Fake product and horrible packaging.,-0.75,No,No Complaint,Pickup,North Central
O00205,6/10/2025,6/11/2025,6/17/2025,S002,Electronics,79.13,2,Kumasi,4,Fake product and horrible packaging.,-0.75,No,No Complaint,Express,Ashanti
O00206,5/3/2025,5/5/2025,5/7/2025,S043,Groceries,370.59,1,Kano,4,Item arrived in perfect condition and works well.,1,No,No Complaint,Pickup,Ashanti
O00207,5/27/2025,5/27/2025,5/31/2025,S007,Electronics,216.5,2,Kumasi,3,"Met my expectations, nothing more.",0.5,No,No Complaint,Standard,South West
O00208,5/25/2025,5/27/2025,6/2/2025,S036,Home & Living,137.12,2,Accra,1,Superb service and product. Will buy again.,1,No,No Complaint,Express,Greater Accra
O00209,4/19/2025,4/19/2025,4/20/2025,S014,Electronics,179.14,4,Accra,5,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Express,Greater Accra
O00210,5/13/2025,5/16/2025,5/23/2025,S019,Toys,117.56,2,Lagos,2,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Standard,Greater Accra
O00211,6/12/2025,6/12/2025,6/13/2025,S045,Fashion,492.83,3,Kano,1,Low quality. Would not recommend at all.,0,No,No Complaint,Pickup,North Central
O00212,5/4/2025,5/4/2025,5/10/2025,S016,Health,275.4,1,Kano,3,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Standard,North Central
O00213,5/9/2025,5/12/2025,5/21/2025,S037,Health,326.08,2,kumas,4,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Standard,South West
O00214,5/14/2025,5/18/2025,5/23/2025,S004,Electronics,94.12,3,Kano,5,"Just received it, will see how it performs over time.",0,No,No Complaint,Pickup,North Central
O00215,4/19/2025,4/19/2025,4/24/2025,S038,Toys,67.7,4,Lagos,1,"Delivery was average, product as expected.",-0.125,No,No Complaint,Express,South West
O00216,6/17/2025,6/21/2025,6/30/2025,S013,Fashion,253.76,4,Kano,2,Fake product and horrible packaging.,-0.75,No,No Complaint,Pickup,North Central
O00217,4/28/2025,4/29/2025,5/7/2025,S019,Groceries,140.58,3,Kano,4,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Pickup,North Central
O00218,5/30/2025,5/31/2025,6/4/2025,S042,Home & Living,290.91,1,Kumasi,3,Low quality. Would not recommend at all.,0,No,No Complaint,Standard,Volta
O00219,6/21/2025,6/22/2025,6/27/2025,S043,Toys,264.27,4,Accra,4,Low quality. Would not recommend at all.,0,No,No Complaint,Pickup,Ashanti
O00220,6/7/2025,6/9/2025,6/18/2025,S016,Electronics,50.57,4,Kumasi,1,Very disappointed. Not what was shown online.,-0.975,No,No Complaint,Standard,Greater Accra
O00221,6/6/2025,6/6/2025,6/12/2025,S026,Health,224.22,4,Lag,4,Low quality. Would not recommend at all.,0,No,No Complaint,Pickup,North Central
O00222,4/23/2025,4/27/2025,5/4/2025,S026,Groceries,475.16,3,Lagos,3,Fake product and horrible packaging.,-0.75,No,No Complaint,Express,South West
O00223,6/1/2025,6/3/2025,6/5/2025,S047,Electronics,25.28,4,Kano,5,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Standard,South East
O00224,6/14/2025,6/18/2025,6/19/2025,S014,Home & Living,424.74,3,,4,Low quality. Would not recommend at all.,0,No,No Complaint,Express,Volta
O00225,4/19/2025,4/19/2025,4/26/2025,S003,Groceries,242.38,1,Kumasi,4,"Met my expectations, nothing more.",0.5,No,No Complaint,Pickup,Ashanti
O00226,6/24/2025,6/25/2025,7/3/2025,S016,Health,252.79,3,Lagos,3,"Delivery was average, product as expected.",-0.125,No,No Complaint,Express,Ashanti
O00227,4/15/2025,4/18/2025,4/20/2025,S045,Health,411.36,1,Lagos,3,Terrible experience. Product was broken.,-0.7,No,No Complaint,Express,South East
O00228,6/1/2025,6/5/2025,6/5/2025,S006,Electronics,299.21,3,Kano,2,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Pickup,North Central
O00229,5/16/2025,5/19/2025,5/26/2025,S050,Fashion,228.54,3,Kumasi,4,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Express,South East
O00230,4/22/2025,4/26/2025,5/1/2025,S018,Groceries,323.09,1,Kumasi,4,"Delivery was average, product as expected.",-0.125,No,No Complaint,Pickup,Ashanti
O00231,6/5/2025,6/5/2025,6/14/2025,S049,Fashion,490.48,2,Accra,1,Item arrived in perfect condition and works well.,1,No,No Complaint,Pickup,Ashanti
O00232,6/22/2025,6/22/2025,6/28/2025,S049,Health,31.64,4,Accra,4,"Just received it, will see how it performs over time.",0,No,No Complaint,Pickup,Greater Accra
O00233,4/19/2025,4/23/2025,4/29/2025,S049,Fashion,241.87,3,kumas,3,Arrived late and the item looks used.,-0.3,No,No Complaint,Pickup,South West
O00234,6/13/2025,6/15/2025,6/21/2025,S010,Toys,462.95,2,Lagos,4,Arrived late and the item looks used.,-0.3,No,No Complaint,Pickup,Greater Accra
O00235,4/24/2025,4/26/2025,4/27/2025,S039,Electronics,375.08,4,Accra,4,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Express,South West
O00236,5/1/2025,5/3/2025,5/4/2025,S004,Groceries,325.83,2,Accra,5,Fake product and horrible packaging.,-0.75,No,No Complaint,Express,Greater Accra
O00237,4/18/2025,4/21/2025,4/27/2025,S005,Home & Living,269.83,2,Kano,3,Very disappointed. Not what was shown online.,-0.975,No,No Complaint,Standard,North Central
O00238,4/19/2025,4/19/2025,4/20/2025,S002,Health,274.35,1,Accra,4,,0.458333333,No,No Complaint,Express,South East
O00239,4/20/2025,4/21/2025,4/27/2025,S006,Health,219.14,4,Accra,4,"Met my expectations, nothing more.",0.5,No,No Complaint,Express,South East
O00240,5/5/2025,5/9/2025,5/10/2025,S017,Home & Living,495.27,3,Kano,5,"Absolutely love this product, great value for money.",0.65,No,No Complaint,Pickup,Ashanti
O00241,5/25/2025,5/28/2025,5/28/2025,S030,Home & Living,401.4,3,Kumasi,3,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Express,South East
O00242,5/3/2025,5/6/2025,5/14/2025,S014,Fashion,245.14,1,Accra,4,Terrible experience. Product was broken.,-0.7,No,No Complaint,Standard,North Central
O00243,4/24/2025,4/27/2025,5/1/2025,S003,Electronics,214.71,3,Kano,4,"Delivery was average, product as expected.",-0.125,No,No Complaint,Express,South West
O00244,6/11/2025,6/12/2025,6/15/2025,S008,Toys,11.64,1,Kano,4,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Pickup,North Central
O00245,6/4/2025,6/4/2025,6/8/2025,S021,Groceries,298.66,4,Lagos,5,"Delivery was average, product as expected.",-0.125,No,No Complaint,Standard,Ashanti
O00246,4/16/2025,4/16/2025,4/23/2025,S027,Electronics,219.61,1,Kumasi,2,Packaging could be better but the item works fine.,0.458333333,No,No Complaint,Pickup,South East
O00247,6/3/2025,6/5/2025,6/10/2025,S050,Electronics,401.01,1,Kumasi,5,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Pickup,Greater Accra
O00248,4/16/2025,4/18/2025,4/19/2025,S044,Health,443.26,4,Accra,2,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Pickup,South East
O00249,4/11/2025,4/15/2025,4/20/2025,S033,Groceries,123.52,4,Lagos,4,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,,Standard,Greater Accra
O00250,6/19/2025,6/21/2025,6/22/2025,S050,Electronics,261.22,2,Kano,3,Very disappointed. Not what was shown online.,-0.975,No,,Pickup,North Central
O00251,5/18/2025,5/20/2025,5/27/2025,S024,Electronics,28,2,Kano,3,"Delivery was average, product as expected.",-0.125,No,,Pickup,Volta
O00252,5/21/2025,5/21/2025,5/29/2025,S019,Electronics,38.34,3,Lagos,5,,-0.975,No,,Express,Volta
O00253,4/10/2025,4/12/2025,4/21/2025,S045,Electronics,497.5,1,Kumasi,4,Very disappointed. Not what was shown online.,-0.975,No,,Pickup,South East
O00254,5/20/2025,5/22/2025,5/24/2025,S039,Fashion,250.68,1,,3,Very disappointed. Not what was shown online.,-0.975,No,,Pickup,Ashanti
O00255,6/4/2025,6/4/2025,6/12/2025,S025,Health,119.67,3,Kumasi,5,Terrible experience. Product was broken.,-0.7,No,,Standard,Volta
O00256,5/2/2025,5/2/2025,5/9/2025,S017,Fashion,431.46,3,Kumasi,3,"Absolutely love this product, great value for money.",0.65,No,No Complaint,Standard,South East
O00257,5/7/2025,5/9/2025,5/17/2025,S029,Electronics,73.46,1,Accra,5,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Standard,Ashanti
O00258,6/13/2025,6/13/2025,6/17/2025,S002,Fashion,27.36,3,Lag,4,Very disappointed. Not what was shown online.,-0.975,No,No Complaint,Standard,North Central
O00259,5/27/2025,5/29/2025,6/2/2025,S035,Electronics,147.88,4,Kumasi,1,Terrible experience. Product was broken.,-0.7,No,No Complaint,Express,South West
O00260,5/10/2025,5/14/2025,5/18/2025,S016,Toys,481.44,4,Kumasi,5,Superb service and product. Will buy again.,1,No,No Complaint,Express,South West
O00261,6/15/2025,6/19/2025,6/21/2025,S005,Electronics,40.14,1,Lagos,5,Fake product and horrible packaging.,-0.75,No,No Complaint,Express,South West
O00262,4/29/2025,5/1/2025,5/1/2025,S002,Groceries,180.43,2,Kano,5,Arrived late and the item looks used.,-0.3,No,No Complaint,Pickup,South West
O00263,5/29/2025,6/1/2025,6/1/2025,S030,Health,400.74,4,Kano,2,"Absolutely love this product, great value for money.",0.65,No,,Express,Volta
O00264,5/25/2025,5/25/2025,5/29/2025,S021,Electronics,173.66,1,Kumasi,4,Item arrived in perfect condition and works well.,1,No,No Complaint,Pickup,Greater Accra
O00265,6/15/2025,6/18/2025,6/24/2025,S038,Toys,313.12,2,Lagos,5,"Just received it, will see how it performs over time.",0,No,,Pickup,North Central
O00266,6/9/2025,6/11/2025,6/17/2025,S005,Toys,481.04,1,Kumasi,1,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Pickup,North Central
O00267,4/30/2025,5/1/2025,5/4/2025,S047,Groceries,122.03,3,Lagos,4,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Pickup,South East
O00268,6/16/2025,6/17/2025,6/17/2025,S050,Electronics,380.75,4,Lagos,4,Low quality. Would not recommend at all.,0,No,No Complaint,Standard,Greater Accra
O00269,5/8/2025,5/11/2025,5/18/2025,S020,Health,66.76,2,Kano,5,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Pickup,Greater Accra
O00270,6/10/2025,6/11/2025,6/19/2025,S045,Toys,72.94,3,Kumasi,5,Packaging could be better but the item works fine.,0.458333333,No,No Complaint,Express,South East
O00271,5/28/2025,6/1/2025,6/6/2025,S026,Electronics,177.52,4,Kano,5,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Standard,South East
O00272,5/1/2025,5/4/2025,5/4/2025,S027,Home & Living,347.06,2,Kano,4,Fake product and horrible packaging.,-0.75,No,No Complaint,Standard,Greater Accra
O00273,6/20/2025,6/20/2025,6/25/2025,S025,Home & Living,357.2,2,Kumasi,4,Arrived late and the item looks used.,-0.3,No,No Complaint,Pickup,Volta
O00274,4/12/2025,4/16/2025,4/19/2025,S005,Health,32.41,2,Lagos,4,"Delivery was average, product as expected.",-0.125,No,No Complaint,Express,South East
O00275,4/25/2025,4/29/2025,4/29/2025,S034,Home & Living,301.25,4,Kumasi,3,Very disappointed. Not what was shown online.,-0.975,No,No Complaint,Express,Greater Accra
O00276,4/19/2025,4/21/2025,4/30/2025,S049,Groceries,249.44,3,Kumasi,1,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Standard,South West
O00277,6/13/2025,6/13/2025,6/15/2025,S031,Home & Living,239.58,4,Lagos,4,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Pickup,South West
O00278,4/11/2025,4/15/2025,4/18/2025,S002,Home & Living,90.18,3,Accra,5,Very disappointed. Not what was shown online.,-0.975,No,No Complaint,Pickup,South East
O00279,5/24/2025,5/26/2025,5/28/2025,S028,Groceries,388.68,4,Accra,5,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Express,Greater Accra
O00280,5/20/2025,5/24/2025,5/28/2025,S021,Groceries,84.02,4,Accra,5,Very disappointed. Not what was shown online.,-0.975,No,No Complaint,Standard,Ashanti
O00281,4/15/2025,4/17/2025,4/25/2025,S013,Toys,430.11,4,Kano,3,Fake product and horrible packaging.,-0.75,No,No Complaint,Standard,Greater Accra
O00282,6/22/2025,6/25/2025,6/30/2025,S008,Groceries,162.86,2,Kano,3,Arrived late and the item looks used.,-0.3,No,No Complaint,Pickup,Ashanti
O00283,4/20/2025,4/20/2025,4/28/2025,S025,Home & Living,114.42,4,Accra,4,Packaging could be better but the item works fine.,0.458333333,No,No Complaint,Express,South West
O00284,6/22/2025,6/24/2025,7/1/2025,S017,Electronics,285.75,4,Lagos,2,Very disappointed. Not what was shown online.,-0.975,No,No Complaint,Pickup,South West
O00285,4/28/2025,4/30/2025,5/1/2025,S017,Electronics,54.67,4,Kumasi,4,"Delivery was average, product as expected.",-0.125,No,No Complaint,Standard,North Central
O00286,5/18/2025,5/21/2025,5/25/2025,S012,Electronics,316.85,4,Kumasi,5,"Delivery was average, product as expected.",-0.125,No,No Complaint,Express,Volta
O00287,6/3/2025,6/3/2025,6/9/2025,S042,Health,484.08,4,Kano,2,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Express,Volta
O00288,6/19/2025,6/19/2025,6/24/2025,S045,Health,220.85,2,,4,Item arrived in perfect condition and works well.,1,No,No Complaint,Standard,Volta
O00289,6/19/2025,6/21/2025,6/21/2025,S024,Fashion,141.81,4,Kano,1,"Just received it, will see how it performs over time.",0,Yes,No Complaint,Standard,South East
O00290,5/17/2025,5/19/2025,5/27/2025,S006,Electronics,202.32,2,Lagos,5,Packaging could be better but the item works fine.,0.458333333,No,No Complaint,Express,South East
O00291,5/30/2025,6/1/2025,6/6/2025,S031,Electronics,392.13,4,Lagos,4,Item arrived in perfect condition and works well.,1,No,No Complaint,Express,South East
O00292,5/5/2025,5/5/2025,5/10/2025,S013,Toys,81.5,4,Lagos,4,"Met my expectations, nothing more.",0.5,No,No Complaint,Standard,South West
O00293,5/23/2025,5/24/2025,5/24/2025,S025,Groceries,354.21,2,Kano,4,"Met my expectations, nothing more.",0.5,No,No Complaint,Standard,Greater Accra
O00294,5/31/2025,5/31/2025,6/3/2025,S032,Toys,53.05,1,Lagos,3,"Absolutely love this product, great value for money.",0.65,No,No Complaint,Express,Ashanti
O00295,6/1/2025,6/2/2025,6/11/2025,S020,Electronics,167.83,2,Lagos,5,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Express,South East
O00296,6/1/2025,6/4/2025,6/4/2025,S049,Toys,108.07,3,Kumasi,5,"Delivery was average, product as expected.",-0.125,No,No Complaint,Express,South West
O00297,4/14/2025,4/14/2025,4/19/2025,S002,Electronics,70.87,3,kumas,4,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Pickup,Greater Accra
O00298,4/8/2025,4/9/2025,4/16/2025,S041,Groceries,310.34,1,Kano,5,"Delivery was average, product as expected.",-0.125,No,No Complaint,Pickup,Greater Accra
O00299,4/19/2025,4/21/2025,4/27/2025,S005,Fashion,316.4,4,Lagos,4,Terrible experience. Product was broken.,-0.7,No,No Complaint,Pickup,North Central
O00300,5/28/2025,5/29/2025,6/3/2025,S001,Health,280.97,2,Kano,4,Terrible experience. Product was broken.,-0.7,No,No Complaint,Standard,South West
O00301,6/13/2025,6/16/2025,6/25/2025,S020,Health,325.35,1,Accra,3,"Delivery was average, product as expected.",-0.125,No,No Complaint,Pickup,Ashanti
O00302,4/26/2025,4/29/2025,5/7/2025,S037,Groceries,365.17,4,Kano,5,Arrived late and the item looks used.,-0.3,No,No Complaint,Standard,South West
O00303,5/2/2025,5/5/2025,5/12/2025,S020,Electronics,117.41,3,Kano,5,Fake product and horrible packaging.,-0.75,No,No Complaint,Express,South East
O00304,6/14/2025,6/16/2025,6/17/2025,S005,Home & Living,222.49,4,Accra,1,Terrible experience. Product was broken.,-0.7,No,No Complaint,Express,Volta
O00305,4/24/2025,4/24/2025,4/26/2025,S034,Fashion,172.83,4,Kano,1,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Pickup,North Central
O00306,6/6/2025,6/6/2025,6/12/2025,S009,Home & Living,118.07,2,Kano,4,"Delivery was average, product as expected.",-0.125,No,No Complaint,Standard,North Central
O00307,5/12/2025,5/13/2025,5/20/2025,S014,Health,435.45,3,Kumasi,3,Low quality. Would not recommend at all.,0,No,No Complaint,Express,South East
O00308,5/3/2025,5/6/2025,5/13/2025,S010,Groceries,179.51,4,Lagos,4,"Absolutely love this product, great value for money.",0.65,No,No Complaint,Pickup,Ashanti
O00309,4/28/2025,5/1/2025,5/10/2025,S006,Home & Living,261.86,1,Kumasi,4,Item arrived in perfect condition and works well.,1,No,No Complaint,Standard,South East
O00310,5/15/2025,5/16/2025,5/19/2025,S004,Groceries,248.47,2,Lagos,3,"Met my expectations, nothing more.",0.5,No,No Complaint,Pickup,Ashanti
O00311,5/27/2025,5/28/2025,6/2/2025,S048,Fashion,145.65,3,Kano,3,"Delivery was average, product as expected.",-0.125,No,No Complaint,Express,South West
O00312,4/18/2025,4/22/2025,4/22/2025,S033,Groceries,198.09,2,Kano,2,"Delivery was average, product as expected.",-0.125,No,No Complaint,Pickup,South East
O00313,5/5/2025,5/6/2025,5/7/2025,S027,Electronics,455.43,3,Accra,2,Terrible experience. Product was broken.,-0.7,No,No Complaint,Standard,South East
O00314,6/9/2025,6/12/2025,6/19/2025,S048,Home & Living,251.22,2,Lagos,4,Fake product and horrible packaging.,-0.75,No,No Complaint,Express,South East
O00315,6/15/2025,6/15/2025,6/23/2025,S014,Toys,334.68,3,Kano,5,Very disappointed. Not what was shown online.,-0.975,No,No Complaint,Express,North Central
O00316,4/25/2025,4/29/2025,4/29/2025,S014,Groceries,136.49,1,Kumasi,4,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Pickup,Greater Accra
O00317,5/19/2025,5/21/2025,5/30/2025,S047,Groceries,74.13,1,Kano,1,Packaging could be better but the item works fine.,0.458333333,No,No Complaint,Express,Ashanti
O00318,6/20/2025,6/23/2025,7/1/2025,S048,Fashion,264.69,2,Lagos,3,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Pickup,Volta
O00319,5/13/2025,5/16/2025,5/16/2025,S009,Toys,131.87,3,Kumasi,3,Low quality. Would not recommend at all.,0,No,No Complaint,Pickup,Greater Accra
O00320,4/17/2025,4/17/2025,4/21/2025,S014,Toys,186.03,4,Kano,3,Packaging could be better but the item works fine.,0.458333333,No,No Complaint,Standard,South East
O00321,5/13/2025,5/13/2025,5/20/2025,S021,Fashion,271.42,1,Accra,5,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Standard,South West
O00322,4/14/2025,4/17/2025,4/20/2025,S015,Groceries,296.82,3,Kano,3,"Just received it, will see how it performs over time.",0,No,No Complaint,Express,South West
O00323,4/26/2025,4/30/2025,5/3/2025,S001,Toys,37.97,3,Kano,1,"Delivery was average, product as expected.",-0.125,No,No Complaint,Pickup,North Central
O00324,6/18/2025,6/22/2025,6/26/2025,S044,Health,120.1,1,Kumasi,2,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Pickup,Ashanti
O00325,5/15/2025,5/19/2025,5/20/2025,S034,Fashion,347.22,4,Kano,5,Superb service and product. Will buy again.,1,No,No Complaint,Standard,North Central
O00326,4/24/2025,4/24/2025,4/25/2025,S027,Toys,12.42,2,Kumasi,5,Terrible experience. Product was broken.,-0.7,No,No Complaint,Express,Volta
O00327,4/27/2025,4/29/2025,4/30/2025,S046,Home & Living,294.25,4,Lagos,3,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Express,South West
O00328,5/25/2025,5/29/2025,6/1/2025,S037,Fashion,270.8,3,Kano,4,Terrible experience. Product was broken.,-0.7,No,No Complaint,Pickup,Volta
O00329,4/22/2025,4/23/2025,4/27/2025,S012,Home & Living,108.91,3,Kumasi,1,"Met my expectations, nothing more.",0.5,No,No Complaint,Standard,Volta
O00330,5/6/2025,5/7/2025,5/7/2025,S021,Toys,227.44,1,Lagos,5,Item arrived in perfect condition and works well.,1,No,No Complaint,Pickup,North Central
O00331,5/16/2025,5/17/2025,5/18/2025,S001,Fashion,472.86,2,Kano,4,Fake product and horrible packaging.,-0.75,No,No Complaint,Pickup,South West
O00332,5/19/2025,5/19/2025,5/26/2025,S047,Toys,435.76,4,Accra,4,"Met my expectations, nothing more.",0.5,No,No Complaint,Standard,Volta
O00333,6/20/2025,6/22/2025,6/26/2025,S016,Health,460.15,1,Accra,4,Low quality. Would not recommend at all.,0,No,No Complaint,Express,Greater Accra
O00334,6/17/2025,6/20/2025,6/21/2025,S028,Health,292.82,2,,5,Item arrived in perfect condition and works well.,1,No,No Complaint,Express,South West
O00335,4/27/2025,4/27/2025,5/5/2025,S011,Health,33.62,1,,5,"Just received it, will see how it performs over time.",0,No,No Complaint,Express,Ashanti
O00336,5/19/2025,5/23/2025,5/31/2025,S048,Fashion,378.69,1,,2,Packaging could be better but the item works fine.,0.458333333,No,No Complaint,Standard,Ashanti
O00337,6/9/2025,6/11/2025,6/16/2025,S046,Fashion,384.94,4,,5,Fake product and horrible packaging.,-0.75,No,No Complaint,Pickup,Volta
O00338,6/9/2025,6/11/2025,6/11/2025,S021,Toys,440.17,3,kumas,2,Fake product and horrible packaging.,-0.75,No,No Complaint,Express,Ashanti
O00339,5/17/2025,5/17/2025,5/26/2025,S029,Fashion,12.82,3,Kumasi,3,"Absolutely love this product, great value for money.",0.65,No,No Complaint,Pickup,South West
O00340,6/2/2025,6/6/2025,6/14/2025,S030,Fashion,350.78,4,Kumasi,4,"Delivery was average, product as expected.",-0.125,No,No Complaint,Express,Volta
O00341,6/13/2025,6/16/2025,6/21/2025,S041,Fashion,277.39,3,Kumasi,1,Superb service and product. Will buy again.,1,No,No Complaint,Pickup,South East
O00342,5/22/2025,5/23/2025,5/31/2025,S050,Toys,337.42,2,Accra,3,Item arrived in perfect condition and works well.,1,No,No Complaint,Express,South West
